x,y
74.0,73.94130679306555
90.0,89.951808902766487
66.0,65.936055738215074
13.0,12.901267499830697
40.0,39.918989809951043
77.0,76.943275938634471
67.0,66.936712120071377
75.0,74.941963174921852
23.0,22.907831318393786
45.0,44.922271719232583
59.0,58.931461065220908
44.0,43.921615337376274
23.0,22.907831318393786
55.0,54.928835537795678
55.0,54.928835537795678
95.0,94.955090812048041
12.0,11.900611117974387
4.0,3.8953600631239151
7.0,6.8973292086928417
100.0,99.958372721329582
48.0,47.924240864801511
42.0,41.920302573663655
96.0,95.955747193904344
39.0,38.918333428094734
100.0,99.958372721329582
87.0,86.949839757197566
14.0,13.901923881687004
14.0,13.901923881687004
37.0,36.917020664382115
5.0,4.8960164449802246
88.0,87.950496139053868
91.0,90.952465284622804
65.0,64.935399356358758
74.0,73.94130679306555
56.0,55.92949191965198
16.0,15.903236645399623
5.0,4.8960164449802246
28.0,27.91111322767533
92.0,91.953121666479106
46.0,45.922928101088893
54.0,53.928179155939368
39.0,38.918333428094734
44.0,43.921615337376274
31.0,30.913082373244258
68.0,67.937368501927693
86.0,85.949183375341249
90.0,89.951808902766487
38.0,37.917677046238424
21.0,20.906518554681167
95.0,94.955090812048041
56.0,55.92949191965198
60.0,59.932117447077218
65.0,64.935399356358758
78.0,77.943932320490788
89.0,88.951152520910185
6.0,5.8966728268365332
67.0,66.936712120071377
36.0,35.916364282525805
16.0,15.903236645399623
100.0,99.958372721329582
45.0,44.922271719232583
73.0,72.940650411209234
57.0,56.930148301508289
20.0,19.905862172824861
76.0,75.942619556778169
34.0,33.915051518813186
55.0,54.928835537795678
72.0,71.939994029352931
55.0,54.928835537795678
8.0,7.8979855905491512
56.0,55.92949191965198
72.0,71.939994029352931
58.0,57.930804683364599
6.0,5.8966728268365332
96.0,95.955747193904344
23.0,22.907831318393786
58.0,57.930804683364599
23.0,22.907831318393786
19.0,18.905205790968552
25.0,24.909144082106405
64.0,63.934742974502456
21.0,20.906518554681167
59.0,58.931461065220908
19.0,18.905205790968552
16.0,15.903236645399623
42.0,41.920302573663655
43.0,42.920958955519964
61.0,60.932773828933527
92.0,91.953121666479106
11.0,10.899954736118078
41.0,40.919646191807345
1.0,0.89339091755498812
8.0,7.8979855905491512
71.0,70.939337647496615
46.0,45.922928101088893
55.0,54.928835537795678
62.0,61.933430210789837
47.0,46.923584482945202
